"MB51_ID","MB51_TRANSACTION_DATE","MB51_MATERIAL_CODE","MB51_DESCRIPTION","MB51_POSTING_DATE","MB51_MATERIAL_DOC","MB51_QUANTITY","MB51_UNIT","MB51_LOCATION","MB51_BATCH","MB51_MANUFACTURE_DATE","MB51_TIME","MB51_ORDER","MB51_USERNAME","MB51_HEADER_TEXT","MB51_RESERVATION","MB51_TEXT","MB51_GOODS_RECIPIENT","MB51_PLANT","MB51_BASE_UNIT","MB51_COMPANY_CODE","MB51_COST_CENTER","MB51_DOCUMENT_DATE","MB51_ENTRY_DATE","MB51_GL","MB51_MATERIAL_DOC_YEAR","MB51_MVT","MB51_MOVEMENT_TEXT","MB51_ORDER_UNIT","MB51_NAME1","MB51_QUANTITY_PURCHASE","MB51_PURCHASE_ORDER","MB51_REFERENCE","MB51_SALES_ORDER","MB51_SALES_ORDER1","MB51_VENDOR","MB51_UNLOADING_POINT","MB51_VALUATION_TYPE","MB51_SPECIAL_STOCK","MB51_AMOUNT","FILE_LOG_ID","MB51_FLAG"
"12928638","2026-05-20","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-20","4911358000","-1.000","BAG","M001","090504-BBB",NULL,"18:38:46",NULL,"RAPEESAN01",NULL,"149128577","Retain 19.05.26.1 A010R002",NULL,"0328","G","0003","405053.00","2026-05-20","2026-05-20","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-168.92","9242",NULL
"12928892","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-14","4911350123","-257.690","KG","P001","100326-BBB",NULL,"15:14:11","301000000171","SUTEESEA",NULL,"149120482",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-257690.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-41088.22","9242",NULL
"12929302","2026-05-20","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-20","4911358079","-6.000","BAG","M001","140501-BBB",NULL,"18:42:35",NULL,"RAPEESAN01",NULL,"149125426","Retain 19.05.26.2 A010R002",NULL,"0328","G","0003","405053.00","2026-05-20","2026-05-20","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-3000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-1013.52","9242",NULL
"12929303","2026-05-20","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-20","4911358075","-2.000","BAG","M001","140501-BBB",NULL,"18:40:49",NULL,"RAPEESAN01",NULL,"149128591","ตรวจเพิ่ม 19.05.26.2 A010R002 P.6,8,13,15",NULL,"0328","G","0003","405053.00","2026-05-20","2026-05-20","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-1000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-337.84","9242",NULL
"12929304","2026-05-20","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-20","4911358079","-6.000","BAG","M001","140501-BBB",NULL,"18:42:35",NULL,"RAPEESAN01",NULL,"149125426","Routine 19.05.26.2 A010R002",NULL,"0328","G","0003","405053.00","2026-05-20","2026-05-20","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-3000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-1013.52","9242",NULL
"12929305","2026-05-20","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-20","4911357137","-1093.000","BOX","M001","140501-BBB",NULL,"18:14:53",NULL,"RAPEESAN01",NULL,"0",NULL,"0001000244","0328","G","0003",NULL,"2026-05-20","2026-05-20","51003100","2026","601","GD goods issue:delvy",NULL,"โรงคั่วสุวรรณภูมิ","-3279000.00",NULL,"2000121090",NULL,NULL,NULL,NULL,NULL,NULL,"-1107777.36","9242",NULL
"12929341","2026-05-20","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-05-20","4911351624","-1036.000","PC","M003","20260423",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-1036.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929342","2026-05-20","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-05-20","4911351624","1036.000","PC","P003","20260423",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","1036.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929343","2026-05-20","58000002","WIPF WICOVALVE W009","2026-05-20","4911351624","-20000.000","PC","M003","20260427",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-20000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929344","2026-05-20","58000002","WIPF WICOVALVE W009","2026-05-20","4911351624","20000.000","PC","P003","20260427",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","20000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929345","2026-05-20","58000004","Film roll All cafe500g.420mm*900m","2026-05-20","4911351624","-9060.000","PC","M003","20260428",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-9060.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929346","2026-05-20","58000004","Film roll All cafe500g.420mm*900m","2026-05-20","4911351624","9060.000","PC","P003","20260428",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","9060.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929347","2026-05-20","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-05-20","4911351624","1964.000","PC","P003","20260428",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","1964.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929348","2026-05-20","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-05-20","4911351624","-1964.000","PC","M003","20260428",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-1964.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929349","2026-05-20","58000004","Film roll All cafe500g.420mm*900m","2026-05-20","4911351624","26940.000","PC","P003","20260430",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","26940.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929350","2026-05-20","58000004","Film roll All cafe500g.420mm*900m","2026-05-20","4911351624","-26940.000","PC","M003","20260430",NULL,"15:46:24",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-26940.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929439","2026-05-20","54002340","สารกาแฟอาราบิก้า","2026-05-20","4911345368","60165.200","KG","P001","260213-RPT",NULL,"14:46:31",NULL,"SUTEESEA",NULL,"0",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","301","TF trfr plnt to plnt",NULL,"โรงคั่วสุวรรณภูมิ","60165200.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929440","2026-05-20","54002340","สารกาแฟอาราบิก้า","2026-05-20","4911345368","-60165.200","KG","M002","260213-RPT",NULL,"14:46:31",NULL,"SUTEESEA",NULL,"0",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20",NULL,"2026","301","TF trfr plnt to plnt",NULL,"โรงคั่วสุวรรณภูมิ","-60165200.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929441","2026-05-20","54002340","สารกาแฟอาราบิก้า","2026-05-16","4911352346","-26049.200","KG","P001","260213-RPT",NULL,"16:01:38","301000000172","SUTEESEA",NULL,"149121544",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-26049200.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-6784365.49","9242",NULL
"12929442","2026-05-20","54002340","สารกาแฟอาราบิก้า","2026-05-13","4911346353","-6998.470","KG","P001","260213-RPT",NULL,"14:49:39","301000000170","SUTEESEA",NULL,"0","สารกาแฟอาราบิก้า",NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-6998470.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-1822711.58","9242",NULL
"12929443","2026-05-20","57000000","เมล็ดกาแฟ Clean Arabica Size S&M","2026-05-16","5004922380","4006.320","KG","P002","260213-RPT",NULL,"16:13:10","301000000172","SUTEESEA",NULL,"0","A.RPT L.13/02/2026",NULL,"0328","G","0003",NULL,"2026-05-16","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","4006320.00",NULL,"A.PRT 14-16/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"1071570.41","9242",NULL
"12929444","2026-05-20","57000000","เมล็ดกาแฟ Clean Arabica Size S&M","2026-05-13","5004920673","1048.000","KG","P002","260213-RPT",NULL,"14:56:05","301000000170","SUTEESEA",NULL,"0","A.RPT L.13/02/2026",NULL,"0328","G","0003",NULL,"2026-05-13","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","1048000.00",NULL,"A.RPT 13/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"280308.56","9242",NULL
"12929445","2026-05-20","57000001","เมล็ดกาแฟ Clean Arabica Size L","2026-05-16","5004922380","21951.280","KG","P002","260213-RPT",NULL,"16:13:10","301000000172","SUTEESEA",NULL,"0","A.RPT L.13/02/2026",NULL,"0328","G","0003",NULL,"2026-05-16","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","21951280.00",NULL,"A.PRT 14-16/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"5871308.86","9242",NULL
"12929446","2026-05-20","57000001","เมล็ดกาแฟ Clean Arabica Size L","2026-05-13","5004920673","5947.820","KG","P002","260213-RPT",NULL,"14:56:05","301000000170","SUTEESEA",NULL,"0","A.RPT L.13/02/2026",NULL,"0328","G","0003",NULL,"2026-05-13","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","5947820.00",NULL,"A.RPT 13/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"1590863.42","9242",NULL
"12929447","2026-05-20","57000002","เมล็ดกาแฟ Clean Arabica B","2026-05-16","5004922380","81.800","KG","P002","260213-RPT",NULL,"16:13:10","301000000172","SUTEESEA",NULL,"0","A.RPT L.13/02/2026",NULL,"0328","G","0003",NULL,"2026-05-16","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","81800.00",NULL,"A.PRT 14-16/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"21879.05","9242",NULL
"12929559","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911355505","-254.890","KG","P001","260410-TTW",NULL,"17:27:17","301000000173","SUTEESEA",NULL,"149123170",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-254890.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-40641.77","9242",NULL
"12929560","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911355259","254.890","KG","P001","260410-TTW",NULL,"17:24:42","301000000173","SUTEESEA",NULL,"149123170",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","262","RE for order",NULL,"โรงคั่วสุวรรณภูมิ","254890.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"40641.77","9242","1"
"12929561","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911355566","254.890","KG","P001","260410-TTW",NULL,"17:29:05","301000000173","SUTEESEA",NULL,"149123170",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","262","RE for order",NULL,"โรงคั่วสุวรรณภูมิ","254890.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"40641.77","9242","1"
"12929562","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911355664","-254.890","KG","P001","260410-TTW",NULL,"17:30:54","301000000173","SUTEESEA",NULL,"149123170",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-254890.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-40641.77","9242",NULL
"12929563","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911354004","-254.890","KG","P001","260410-TTW",NULL,"16:40:26","301000000173","SUTEESEA",NULL,"149123170",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-254890.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-40641.77","9242",NULL
"12929564","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-14","4911350123","-7684.710","KG","P001","260410-TTW",NULL,"15:14:11","301000000171","SUTEESEA",NULL,"0","สารกาแฟโรบัสต้า",NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-7684710.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-1225313.71","9242",NULL
"12929565","2026-05-20","57000003","เมล็ดกาแฟ Clean Robusta Size mix","2026-05-14","5004921088","7602.840","KG","P002","260410-TTW",NULL,"15:19:02","301000000171","SUTEESEA",NULL,"0","R.TTW L.10/04/2026",NULL,"0328","G","0003",NULL,"2026-05-14","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","7602840.00",NULL,"R.TTW 13-14/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"1290354.00","9242",NULL
"12929566","2026-05-20","57000004","เมล็ดกาแฟ Clean Robusta B","2026-05-14","5004921088","331.600","KG","P002","260410-TTW",NULL,"15:19:02","301000000171","SUTEESEA",NULL,"0","R.TTW L.10/04/2026",NULL,"0328","G","0003",NULL,"2026-05-14","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","331600.00",NULL,"R.TTW 13-14/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"56279.15","9242",NULL
"12929575","2026-05-20","54002340","สารกาแฟอาราบิก้า","2026-05-13","4911346353","-12.630","KG","P001","260424-BBB",NULL,"14:49:39","301000000170","SUTEESEA",NULL,"149119592",NULL,NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-12630.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-3289.41","9242",NULL
"12929679","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911355259","6679.110","KG","P001","260512-TTW",NULL,"17:24:42","301000000173","SUTEESEA",NULL,"0","สารกาแฟโรบัสต้า",NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","262","RE for order",NULL,"โรงคั่วสุวรรณภูมิ","6679110.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1064972.53","9242","1"
"12929680","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911355664","-6712.510","KG","P001","260512-TTW",NULL,"17:30:54","301000000173","SUTEESEA",NULL,"0","สารกาแฟโรบัสต้า",NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-6712510.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-1070298.11","9242",NULL
"12929681","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-19","4911354004","-6679.110","KG","P001","260512-TTW",NULL,"16:40:26","301000000173","SUTEESEA",NULL,"0","สารกาแฟโรบัสต้า",NULL,"0328","G","0003",NULL,"2026-05-20","2026-05-20","53002000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-6679110.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-1064972.53","9242",NULL
"12929682","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-18","4911353600","-35834.300","KG","M002","260512-TTW",NULL,"16:31:23",NULL,"SUTEESEA",NULL,"0",NULL,NULL,"0328","G","0003",NULL,"2026-05-18","2026-05-20",NULL,"2026","301","TF trfr plnt to plnt",NULL,"โรงคั่วสุวรรณภูมิ","-35834300.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929683","2026-05-20","54002341","สารกาแฟโรบัสต้า","2026-05-18","4911353600","35834.300","KG","P001","260512-TTW",NULL,"16:31:23",NULL,"SUTEESEA",NULL,"0",NULL,NULL,"0328","G","0003",NULL,"2026-05-18","2026-05-20",NULL,"2026","301","TF trfr plnt to plnt",NULL,"โรงคั่วสุวรรณภูมิ","35834300.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9242",NULL
"12929684","2026-05-20","57000003","เมล็ดกาแฟ Clean Robusta Size mix","2026-05-19","5004922936","6289.300","KG","P002","260512-TTW",NULL,"16:47:15","301000000173","SUTEESEA",NULL,"0","R.TTW L.12/05/2026",NULL,"0328","G","0003",NULL,"2026-05-19","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","6289300.00",NULL,"R.TTW 18-19/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"1067420.00","9242",NULL
"12929685","2026-05-20","57000004","เมล็ดกาแฟ Clean Robusta B","2026-05-19","5004922936","609.000","KG","P002","260512-TTW",NULL,"16:47:15","301000000173","SUTEESEA",NULL,"0","R.TTW L.12/05/2026",NULL,"0328","G","0003",NULL,"2026-05-19","2026-05-20","53001004","2026","101","GR for order","KG","โรงคั่วสุวรรณภูมิ","609000.00",NULL,"R.TTW 18-19/5/26",NULL,NULL,NULL,NULL,NULL,NULL,"103359.48","9242",NULL
"12940807","2026-05-21","54000541","แอตลาส_เติมแก๊ส LPG ขนาด48Kg.2หัว","2026-05-21","5004959317","5.000","PC","M004","05-26",NULL,"16:20:11",NULL,"WANTILER","305056667","0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","5.00","305056667","IVV0082605201896",NULL,NULL,"2048975",NULL,NULL,NULL,"5175.00","9247",NULL
"12940808","2026-05-21","54000541","แอตลาส_เติมแก๊ส LPG ขนาด48Kg.2หัว","2026-05-21","5004959218","10.000","PC","M004","05-26",NULL,"16:16:32",NULL,"WANTILER","305055194","0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-20","2026-05-21",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","10.00","305055194","IVV0082605191798",NULL,NULL,"2048975",NULL,NULL,NULL,"10350.00","9247",NULL
"12940809","2026-05-21","54000541","แอตลาส_เติมแก๊ส LPG ขนาด48Kg.2หัว","2026-05-21","5004959270","10.000","PC","M004","05-26",NULL,"16:18:51",NULL,"WANTILER","305055194","0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","101","GR goods receipt","PC","โรงคั่วสุวรรณภูมิ","10.00","305055194","IVV0082605201897",NULL,NULL,"2048975",NULL,NULL,NULL,"10350.00","9247",NULL
"12940810","2026-05-21","59000001","เมล็ดกาแฟ CPR Coffee Bean  MF. 500 G.","2026-05-21","4911453125","-441.000","BAG","M001","090426-T/B",NULL,"17:37:51","305000000036","JURASDOK",NULL,"0","เมล็ดกาแฟ CPR Coffee Bean  MF. 500 G.",NULL,"0328","G","0003",NULL,"2026-05-21","2026-05-21","53001000","2026","261","GI for order",NULL,"โรงคั่วสุวรรณภูมิ","-220500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-74524.59","9247",NULL
"12941770","2026-05-21","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-21","4911458429","-1.000","BAG","M001","140501-BBB",NULL,"19:35:07",NULL,"PRONDTAN",NULL,"149173802","19.5.26.3 A007R002 P.11",NULL,"0328","G","0003","405053.00","2026-05-21","2026-05-21","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-168.92","9247",NULL
"12941771","2026-05-21","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-21","4911455350","-3.000","BAG","M001","140501-BBB",NULL,"18:19:33",NULL,"PRONDTAN",NULL,"149169721","Retain 19.05.26.3 A010R002",NULL,"0328","G","0003","405053.00","2026-05-21","2026-05-21","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-1500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-506.76","9247",NULL
"12941772","2026-05-21","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-21","4911455350","-3.000","BAG","M001","140501-BBB",NULL,"18:19:33",NULL,"PRONDTAN",NULL,"149169721","Routine 19.05.26.3 A010R002",NULL,"0328","G","0003","405053.00","2026-05-21","2026-05-21","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-1500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-506.76","9247",NULL
"12941773","2026-05-21","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-21","4911455216","-5.000","BAG","M001","140501-BBB",NULL,"18:17:16",NULL,"PRONDTAN",NULL,"149169771","ตรวจเพิ่ม 19.05.26.2 A010R002",NULL,"0328","G","0003","405053.00","2026-05-21","2026-05-21","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-2500.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-844.60","9247",NULL
"12941774","2026-05-21","59000002","GOLD BLEND ALL CAFE'  ขนาด 500 G.","2026-05-21","4911459915","-54.000","BAG","M001","140501-BBB",NULL,"19:43:03",NULL,"PRONDTAN",NULL,"149173656","PFS 3 sample",NULL,"0328","G","0003","405053.00","2026-05-21","2026-05-21","67501001","2026","927","GI ค่าวิจัยและพัฒนา",NULL,"โรงคั่วสุวรรณภูมิ","-27000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"-9121.68","9247",NULL
"12941798","2026-05-21","58000002","WIPF WICOVALVE W009","2026-05-21","4911454441","-20000.000","PC","M003","20260427",NULL,"17:57:52",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-20000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9247",NULL
"12941799","2026-05-21","58000002","WIPF WICOVALVE W009","2026-05-21","4911454441","20000.000","PC","P003","20260427",NULL,"17:57:52",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","20000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9247",NULL
"12941800","2026-05-21","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-05-21","4911454441","3000.000","PC","P003","20260428",NULL,"17:57:52",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","3000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9247",NULL
"12941801","2026-05-21","58000006","All Cafe ลังกระดาษ (287*240*177 mm.)","2026-05-21","4911454441","-3000.000","PC","M003","20260428",NULL,"17:57:52",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-3000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9247",NULL
"12941802","2026-05-21","58000004","Film roll All cafe500g.420mm*900m","2026-05-21","4911454441","-6000.000","PC","M003","20260430",NULL,"17:57:52",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","-6000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9247",NULL
"12941803","2026-05-21","58000004","Film roll All cafe500g.420mm*900m","2026-05-21","4911454441","6000.000","PC","P003","20260430",NULL,"17:57:52",NULL,"PRONDTAN",NULL,"0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","311","TF trfr within plant",NULL,"โรงคั่วสุวรรณภูมิ","6000.00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00","9247",NULL
"12941804","2026-05-21","58000004","Film roll All cafe500g.420mm*900m","2026-05-21","5004965244","39.000","ROL","M003","20260521",NULL,"22:03:43",NULL,"PRONDTAN","305054598","0",NULL,NULL,"0328","PC","0003",NULL,"2026-05-21","2026-05-21",NULL,"2026","101","GR goods receipt","ROL","โรงคั่วสุวรรณภูมิ","117000.00","305054598","IV6905224",NULL,NULL,"2043579",NULL,NULL,NULL,"243750.00","9247",NULL
